,Building ID,total_mrr,netx_mrc,Market,Street Address,City,State,Postal Code,Latitude,Longitude,On Zayo Network Status,Net Classification,Type,Network Proximity, Estimated Build Cost ,est_cost,b_id
1186,Bldg-156142,932.75,0.0,Dallas,1703 E I-20,Arlington,TX,76018,32.6781,-97.0828,On Zayo Network,Restricted,Cell Site,179.05," $22,743.00 ",22743.0,Bldg-156142
1187,Bldg-156157,752.96,0.0,Dallas,1309 Knight St Mayfield & Knight,Arlington,TX,76015,32.6853,-97.1322,On Zayo Network,Restricted,Cell Site,8569.54," $226,238.50 ",226238.5,Bldg-156157
1188,Bldg-156158,745.29,0.0,Dallas,4051 Morris Pleasant Ridge/ Morris,Arlington,TX,76016,32.6831,-97.1864,On Zayo Network,Restricted,Cell Site,11767.66," $306,191.50 ",306191.5,Bldg-156158
1189,Bldg-156159,2553.94,0.0,Dallas,3709 Mansfield Hwy Bus Mansfield Hwy  Shackleford,Fort Worth,TX,76119,32.6792,-97.2692,On Zayo Network,Restricted,Cell Site,307.32," $30,439.20 ",30439.2,Bldg-156159
1190,Bldg-156160,932.75,0.0,Dallas,2004 S Fielder Rd  Fielder   Pioneer Pkwy,Arlington,TX,76013,32.7106,-97.1322,On Zayo Network,Restricted,Cell Site,611.34," $27,283.50 ",27283.5,Bldg-156160
1191,Bldg-156163,2455.99,0.0,Dallas,508 Prairie St,Arlington,TX,76011,32.7396,-97.1121,On Zayo Network,Restricted,Cell Site,129.01," $19,740.60 ",19740.6,Bldg-156163
1192,Bldg-156165,943.97,0.0,Dallas,1529 Industrial Ct,Arlington,TX,76011,32.7582,-97.1116,On Zayo Network,Restricted,Cell Site,55.57," $15,334.20 ",15334.2,Bldg-156165
1193,Bldg-156166,1442.62,0.0,Dallas,6155 Meadowbrook Dr,Fort Worth,TX,76112,32.7467,-97.2233,On Zayo Network,Restricted,Cell Site,229.2," $25,752.00 ",25752.0,Bldg-156166
1194,Bldg-156176,616.66,0.0,Dallas,13960 Trinity Blvd,Fort Worth,TX,76155,32.8186,-97.065,On Zayo Network,Fiber Only,Cell Site,1330.18," $45,254.50 ",45254.5,Bldg-156176
1195,Bldg-156181,616.66,0.0,Dallas,1600 Blk W N Carrier Pkwy,Grand Prairie,TX,75050,32.7794,-97.0297,On Zayo Network,Fiber Only,Cell Site,163.3," $21,798.00 ",21798.0,Bldg-156181
1196,Bldg-156182,1516.7,0.0,Dallas,2400 NE Greenoaks Blvd,Arlington,TX,76006,32.7833,-97.0658,On Zayo Network,Restricted,Cell Site,78.86," $16,731.60 ",16731.6,Bldg-156182
1197,Bldg-156183,932.75,0.0,Dallas,855 Ranch Trail,Irving,TX,75063,32.927,-96.9791,On Zayo Network,Restricted,Cell Site,473.52," $40,411.20 ",40411.2,Bldg-156183
1198,Bldg-156184,679.98,0.0,Dallas,2140 Hutton Dr,Carrollton,TX,75006,32.9341,-96.9156,On Zayo Network,Restricted,Cell Site,2826.11," $82,652.75 ",82652.75,Bldg-156184
1199,Bldg-156204,2083.7200000000003,0.0,Dallas,11026 Ables Ln,Dallas,TX,75229,32.8831,-96.8941,On Zayo Network,Restricted,Cell Site,61.07," $15,664.20 ",15664.2,Bldg-156204
1200,Bldg-156205,793.31,0.0,Dallas,8300 Royal Ridge Pkwy,Irving,TX,75063,32.9192,-96.9949,On Zayo Network,Restricted,Cell Site,638.17," $27,954.25 ",27954.25,Bldg-156205
1201,Bldg-156209,616.66,0.0,Dallas,3030 S Belt Line Rd,Irving,TX,75060,32.7844,-96.9944,On Zayo Network,Restricted,Cell Site,11328.19," $295,204.75 ",295204.75,Bldg-156209
1202,Bldg-156210,3499.22,0.0,Dallas,1461 Motor St,Dallas,TX,75235,32.8083,-96.8383,On Zayo Network,Restricted,Cell Site,288.1," $29,286.00 ",29286.0,Bldg-156210
1203,Bldg-156211,1977.84,0.0,Dallas,2032 Hawes Ave Harry Hines   Mockingbird,Dallas,TX,75235,32.825,-96.8497,On Zayo Network,Restricted,Cell Site,296.23," $29,773.80 ",29773.8,Bldg-156211
1204,Bldg-156214,1887.94,0.0,Dallas,4416 Bryan St,Dallas,TX,75204,32.7994,-96.7769,On Zayo Network,Restricted,Cell Site,451.14," $39,068.40 ",39068.4,Bldg-156214
1205,Bldg-156215,668.45,0.0,Dallas,5531 Redfield St,Dallas,TX,75235,32.8165,-96.8402,On Zayo Network,Restricted,Cell Site,211.74," $24,704.40 ",24704.4,Bldg-156215
1206,Bldg-156217,616.66,0.0,Dallas,138 NE 14th/GRAND PRAIRIE WT,Grand Prairie,TX,75050,32.7483,-96.9869,On Zayo Network,Fiber Only,Cell Site,153.34," $21,200.40 ",21200.4,Bldg-156217
1207,Bldg-156218,616.66,0.0,Dallas,2321 Cartwright St,Dallas,TX,75212,32.7725,-96.9186,On Zayo Network,Fiber Only,Cell Site,2547.8," $75,695.00 ",75695.0,Bldg-156218
1208,Bldg-156220,616.66,0.0,Dallas,1320 Stella,Dallas,TX,75216,32.7275,-96.8047,On Zayo Network,Fiber Only,Cell Site,9271.9," $243,797.50 ",243797.5,Bldg-156220
1209,Bldg-156221,1233.32,0.0,Dallas,"2922 S Peachtree Rd, Peachtree/ Augusta",Balch Springs,TX,75180,32.7292,-96.63,On Zayo Network,Fiber Only,Cell Site,11930.82," $310,270.50 ",310270.5,Bldg-156221
1210,Bldg-156228,0.0,0.0,Dallas,3390 Cartwright Road [911 Tbd],Mesquite,TX,75181,32.7295,-96.5584,On Zayo Network,Restricted,Cell Site,1524.61," $50,115.25 ",50115.25,Bldg-156228
1211,Bldg-156230,1769.47,0.0,Dallas,117 N Beckley Ave,Dallas,TX,75208,32.7456,-96.8228,On Zayo Network,Restricted,Cell Site,103.05," $18,183.00 ",18183.0,Bldg-156230
1212,Bldg-156248,679.98,0.0,Dallas,7170 SORCEY RD,Dallas,TX,75249,32.6331,-96.9469,On Zayo Network,Restricted,Cell Site,1037.92," $37,948.00 ",37948.0,Bldg-156248
1213,Bldg-156256,745.29,0.0,Dallas,11102 N Central Expy,Dallas,TX,75231,32.8997,-96.77,On Zayo Network,Restricted,Cell Site,80.28," $16,816.80 ",16816.8,Bldg-156256
1214,Bldg-156258,1371.48,0.0,Dallas,8612 Turtle Creek Blvd,Dallas,TX,75225,32.8672,-96.7886,On Zayo Network,Restricted,Cell Site,138.3," $20,298.00 ",20298.0,Bldg-156258
1215,Bldg-156270,1731.06,0.0,Dallas,8442 Blessington Dr,Dallas,TX,75231,32.8889,-96.7383,On Zayo Network,Restricted,Cell Site,62.26," $15,735.60 ",15735.6,Bldg-156270
1216,Bldg-156272,983.46,0.0,Dallas,2736 Towne Center Dr,Mesquite,TX,75150,32.8025,-96.6222,On Zayo Network,Restricted,Cell Site,448.16," $38,889.60 ",38889.6,Bldg-156272
1217,Bldg-156273,894.34,0.0,Dallas,10710 B Shiloh Rd,Dallas,TX,75228,32.8436,-96.6649,On Zayo Network,Restricted,Cell Site,298.8," $29,928.00 ",29928.0,Bldg-156273
1218,Bldg-156275,763.73,0.0,Dallas,4321 Belt Line Rd,Mesquite,TX,75150,32.8239,-96.5972,On Zayo Network,Restricted,Cell Site,390.42," $35,425.20 ",35425.2,Bldg-156275
1219,Bldg-156281,768.34,0.0,Dallas,4538 Greenville Ave,Dallas,TX,75206,32.8429,-96.7691,On Zayo Network,Restricted,Cell Site,1717.47," $54,936.75 ",54936.75,Bldg-156281
1220,Bldg-156282,793.31,0.0,Dallas,6701 E Mockingbird,Dallas,TX,75214,32.84,-96.7458,On Zayo Network,Restricted,Cell Site,8863.5," $233,587.50 ",233587.5,Bldg-156282
1221,Bldg-156287,714.55,0.0,Dallas,3414 Armstrong Ave,Dallas,TX,75205,32.8172,-96.7919,On Zayo Network,Restricted,Cell Site,230.82," $25,849.20 ",25849.2,Bldg-156287
1222,Bldg-156292,679.98,0.0,Dallas,2262 Riverfront,Dallas,TX,75207,32.7594,-96.7896,On Zayo Network,Restricted,Cell Site,2978.82," $86,470.50 ",86470.5,Bldg-156292
1223,Bldg-156293,763.73,0.0,Dallas,4809 Hamilton Ave,Dallas,TX,75223,32.7825,-96.7456,On Zayo Network,Restricted,Cell Site,636.54," $27,913.50 ",27913.5,Bldg-156293
1224,Bldg-156297,616.66,0.0,Dallas,9457 Denton Dr,Dallas,TX,75220,32.8472,-96.8719,On Zayo Network,Restricted,Cell Site,916.71," $34,917.75 ",34917.75,Bldg-156297
1225,Bldg-156322,943.97,0.0,Dallas,2003 S Central Expy,Mckinney,TX,75069,33.1831,-96.6389,On Zayo Network,Restricted,Cell Site,10479.41," $273,985.25 ",273985.25,Bldg-156322
1226,Bldg-156326,1551.27,0.0,Dallas,902 E Main St,Allen,TX,75002,33.1006,-96.6492,On Zayo Network,Restricted,Cell Site,31753.24," $805,831.00 ",805831.0,Bldg-156326
1227,Bldg-156330,437.95,0.0,Dallas,16450 Meandering Way,Dallas,TX,75248,32.9764,-96.7783,On Zayo Network,Restricted,Cell Site,9490.2," $249,255.00 ",249255.0,Bldg-156330
1228,Bldg-156335,0.0,0.0,Dallas,13550 Floyd Circle Suit B,Dallas,TX,75243,32.936778100000005,-96.7422267,On Zayo Network,Restricted,Cell Site,5.9," $12,354.00 ",12354.0,Bldg-156335
1229,Bldg-156344,760.65,0.0,Dallas,1403 E Lookout Dr	Owen/ Woodoak,Richardson,TX,75082,32.9858,-96.6953,On Zayo Network,Restricted,Cell Site,214.04," $24,842.40 ",24842.4,Bldg-156344
1230,Bldg-156348,616.66,0.0,Dallas,1151 Stacy Rd,McKinney,TX,75069,33.1303,-96.6081,On Zayo Network,Restricted,Cell Site,30548.3," $775,707.50 ",775707.5,Bldg-156348
1231,Bldg-156351,616.66,0.0,Dallas,2602 Rutford Ave,Richardson,TX,75080,32.9895,-96.7504,On Zayo Network,Fiber Only,Cell Site,1356.71," $45,917.75 ",45917.75,Bldg-156351
1232,Bldg-156358,932.75,0.0,Dallas,3945 Beltline Rd,Addison,TX,75001,32.9556,-96.8481,On Zayo Network,Restricted,Cell Site,576.73," $26,418.25 ",26418.25,Bldg-156358
1233,Bldg-156380,793.31,0.0,Dallas,6168 Beltline Rd,Dallas,TX,75240,32.9508,-96.8014,On Zayo Network,Restricted,Cell Site,6522.85," $175,071.25 ",175071.25,Bldg-156380
1234,Bldg-156384,1071.44,0.0,Dallas,11189 Cr 95,Celina,TX,75009,33.335,-96.7819,On Zayo Network,Fiber Only,Cell Site,56217.0," $1,417,425.00 ",1417425.0,Bldg-156384
1235,Bldg-156386,1071.44,0.0,Dallas,4654 Cr 86 (911 Tbd),Celina,TX,75009,33.2868,-96.7619,On Zayo Network,Fiber Only,Cell Site,37984.9," $961,622.50 ",961622.5,Bldg-156386
1236,Bldg-156407,922.0,0.0,Dallas,17088 Preston Rd,Dallas,TX,75248,32.9824,-96.8032,On Zayo Network,Restricted,Cell Site,6624.16," $177,604.00 ",177604.0,Bldg-156407
1237,Bldg-156409,1490.58,0.0,Dallas,14337 Gillis Road,Farmers Branch,TX,75244,32.9465,-96.8353,On Zayo Network,Restricted,Cell Site,1321.24," $45,031.00 ",45031.0,Bldg-156409
1238,Bldg-156412,1887.94,0.0,Dallas,8550 Calmont Ave,Fort Worth,TX,76116,32.7378,-97.4647,On Zayo Network,Restricted,Hotel & Inn,29.26," $13,755.60 ",13755.6,Bldg-156412
1239,Bldg-156413,616.66,0.0,Dallas,605 Houston St,Fort Worth,TX,76102,32.7536,-97.3308,On Zayo Network,Fiber Only,Office - Multi Tenant,442.57," $38,554.20 ",38554.2,Bldg-156413
1240,Bldg-156415,932.75,0.0,Dallas,601 W 1St St,Fort Worth,TX,76102,32.7536,-97.3358,On Zayo Network,Restricted,Office - Multi Tenant,32.67," $13,960.20 ",13960.2,Bldg-156415
1241,Bldg-156418,616.66,0.0,Dallas,1300 Forest Ridge Dr,Bedford,TX,76022,32.8312,-97.1419,On Zayo Network,Restricted,Office - Single Tenant,5854.44," $158,361.00 ",158361.0,Bldg-156418
1242,Bldg-156420,1555.88,0.0,Dallas,7701 Las Colinas Ridge,Irving,TX,75063,32.9118,-96.9542,On Zayo Network,Restricted,Office - Multi Tenant,393.99," $35,639.40 ",35639.4,Bldg-156420
1243,Bldg-156433,1624.27,184.4,Dallas,1600 Commerce St,Dallas,TX,75201,32.78,-96.7969,On Zayo Network,Restricted,Office - Multi Tenant,371.01," $34,260.60 ",34260.6,Bldg-156433
1244,Bldg-156436,1788.6799999999998,0.0,Dallas,720 Olive St,Dallas,TX,75201,32.7869,-96.7969,On Zayo Network,Restricted,Office - Single Tenant,152.47," $21,148.20 ",21148.2,Bldg-156436
1245,Bldg-156438,894.34,0.0,Dallas,2102 Elm St,Dallas,TX,75201,32.7825,-96.7933,On Zayo Network,Restricted,Office - Single Tenant,333.06," $31,983.60 ",31983.6,Bldg-156438
1246,Bldg-156439,616.66,0.0,Dallas,7540 Lyndon B Johnson Fwy,Dallas,TX,75251,32.9232,-96.7768,On Zayo Network,Fiber Only,Office - Multi Tenant,547.08," $25,677.00 ",25677.0,Bldg-156439
1247,Bldg-156443,616.66,0.0,Dallas,4099 Valley View Ln,Dallas,TX,75244,32.9267,-96.8422,On Zayo Network,Fiber Only,Hotel & Inn,776.52," $31,413.00 ",31413.0,Bldg-156443
1248,Bldg-156446,616.66,0.0,Dallas,5200 Keller Springs Rd,Dallas,TX,75248,32.9678,-96.8183,On Zayo Network,Fiber Only,Office - Multi Tenant,1074.78," $38,869.50 ",38869.5,Bldg-156446
1249,Bldg-166451,709.94,0.0,Atlanta,6110 Peachtree Dunwoody Rd,Atlanta,GA,30328,33.921803000000004,-84.351438,On Zayo Network,Fiber Only,Hotel & Inn,51.28," $11,538.40 ",11538.4,Bldg-166451
1250,Bldg-170354,1089.2,0.0,Atlanta,265 Peachtree Center Ave NE,Atlanta,GA,30303,33.7616347,-84.3855028,On Zayo Network,Fiber Only,Hotel & Inn,815.7," $29,576.80 ",29576.8,Bldg-170354
1251,Bldg-183217,544.6,0.0,Atlanta,1370 N Highland Ave NE,Atlanta,GA,30306,33.792154,-84.353038,On Zayo Network,Fiber Only,Retail - Single Tenant,1310.71," $41,457.04 ",41457.04,Bldg-183217
1252,Bldg-223929,0.0,55.32,Denver,8675 Concord Center Dr,Englewood,CO,80112,39.559450700000006,-104.831897,On Zayo Network,On-Net,Neutral Data Center,234.79," $22,965.55 ",22965.55,Bldg-223929
1253,Bldg-224452,0.0,0.0,Dallas,1451 S Cherry Ln,White Settlement,TX,76108,32.743790999999995,-97.451729,On Zayo Network,Fiber Only,Elementary School,1791.92," $56,798.00 ",56798.0,Bldg-224452
1254,Bldg-228082,9504.68,0.0,Denver,I-70 & Pecos,Denver,CO,80221,39.783244399999994,-105.0065861,On Zayo Network,Fiber Only,Splice Point,195.57," $21,200.65 ",21200.65,Bldg-228082
1255,Bldg-231449,1009.59,0.0,Dallas,1680 W Northwest Hwy,Dallas,TX,75220,32.871109999999994,-96.923056,On Zayo Network,On-Net,Cell Site,4313.54," $119,838.50 ",119838.5,Bldg-231449
1256,Bldg-231452,3454.81,0.0,Dallas,11455 Newkirk St,Dallas,TX,75229,32.8998778,-96.91036390000001,On Zayo Network,Restricted,Cell Site,741.99," $30,549.75 ",30549.75,Bldg-231452
1257,Bldg-231468,679.98,0.0,Dallas,1200 Main St,Dallas,TX,75202,32.7797556,-96.8012083,On Zayo Network,Restricted,Cell Site,167.98," $22,078.80 ",22078.8,Bldg-231468
1258,Bldg-231951,113.53,0.0,Denver,I-25 & E Arapahoe Rd,Aurora,CO,80012,39.594592,-104.885287,On Zayo Network,Fiber Only,Splice Point,19.68," $13,285.60 ",13285.6,Bldg-231951
1259,Bldg-231953,375.01,0.0,Denver,E Arapahoe Rd & S Parker Rd,Aurora,CO,80016,39.594127,-104.801956,On Zayo Network,Fiber Only,Splice Point,279.99," $24,999.55 ",24999.55,Bldg-231953
1260,Bldg-231955,4064.34,0.0,Denver,US-85 & C-470,Littleton,CO,80125,39.564506,-105.033078,On Zayo Network,Fiber Only,Splice Point,109.71," $17,336.95 ",17336.95,Bldg-231955
1261,Bldg-231956,1052.28,0.0,Denver,US-85 & Hwy 7,Brighton,CO,80601,39.986708,-104.823797,On Zayo Network,Fiber Only,Splice Point,5199.61," $168,388.30 ",168388.3,Bldg-231956
1262,Bldg-231959,624.9499999999999,0.0,Denver,W 120th Ave & Grant St,Northglenn,CO,80241,39.913911,-104.98565,On Zayo Network,Fiber Only,Splice Point,79.7," $15,986.50 ",15986.5,Bldg-231959
1263,Bldg-231961,51.37,0.0,Denver,W Belleview Ave & S Santa Fe Dr,Littleton,CO,80120,39.624192,-105.013272,On Zayo Network,Fiber Only,Splice Point,167.84," $19,952.80 ",19952.8,Bldg-231961
1264,Bldg-231967,890.52,0.0,Denver,US-285 & S Andrea Ln,Morrison,CO,80465,39.581761,-105.230511,On Zayo Network,Fiber Only,Splice Point,28404.85," $864,545.50 ",864545.5,Bldg-231967
1265,Bldg-231968,501.98,0.0,Denver,S Federal Blvd & W Belleview Ave,Littleton,CO,80123,39.624010999999996,-105.025667,On Zayo Network,Fiber Only,Splice Point,8.83," $12,797.35 ",12797.35,Bldg-231968
1266,Bldg-231970,31.85,0.0,Denver,US-285 & S Federal Blvd,Sheridan,CO,80110,39.652258,-105.0252,On Zayo Network,Fiber Only,Splice Point,56.31," $14,933.95 ",14933.95,Bldg-231970
1267,Bldg-231974,652.57,0.0,Denver,S Parker Rd & E Florida,Denver,CO,80247,39.689321,-104.889547,On Zayo Network,Fiber Only,Splice Point,81.75," $16,078.75 ",16078.75,Bldg-231974
1268,Bldg-231976,325.44,0.0,Denver,I-70 & US-6,Golden,CO,80401,39.725211,-105.179806,On Zayo Network,Fiber Only,Splice Point,11.93," $12,936.85 ",12936.85,Bldg-231976
1269,Bldg-231978,323.64,0.0,Denver,CO-93 & HWY-58,Golden,CO,80403,39.754875,-105.23659199999999,On Zayo Network,Fiber Only,Splice Point,17.87," $13,204.15 ",13204.15,Bldg-231978
1270,Bldg-231980,64.22,0.0,Denver,Sheridan Blvd & I-70,Denver,CO,80212,39.783458,-105.053122,On Zayo Network,Fiber Only,Splice Point,191.78," $21,030.10 ",21030.1,Bldg-231980
1271,Bldg-231981,652.57,0.0,Denver,I-270 & Vasquez Blvd,Commerce City,CO,80022,39.800369,-104.93359699999999,On Zayo Network,Fiber Only,Pole,2760.69," $95,220.70 ",95220.7,Bldg-231981
1272,Bldg-231982,102.74,0.0,Denver,I-76 & I-25,Denver,CO,80229,39.817583,-104.982289,On Zayo Network,Fiber Only,Splice Point,1143.68," $46,710.40 ",46710.4,Bldg-231982
1273,Bldg-236056,49353.52000000002,0.0,Dallas,1000 Throckmorton St,Fort Worth,TX,76102,32.7502488,-97.330738,On Zayo Network,Fiber Only,Local/State Government,83.04," $16,982.40 ",16982.4,Bldg-236056
1274,Bldg-263644,557.04,0.0,Atlanta,1850 Graves Rd,Norcross,GA,30093,33.907,-84.1821,On Zayo Network,Fiber Only,Residential - Multi Tenant,5971.75," $153,322.00 ",153322.0,Bldg-263644
1275,Bldg-265008,653.08,0.0,Atlanta,3550 Pleasant Hill Rd,Duluth,GA,30096,33.993533299999996,-84.15992320000001,On Zayo Network,Fiber Only,Residential - Multi Tenant,1937.04," $56,488.96 ",56488.96,Bldg-265008
1276,Bldg-267572,205.46,0.0,Denver,5100 W 14th Ave,Denver,CO,80204,39.738287,-105.05238,On Zayo Network,Fiber Only,High School,85.33," $16,239.85 ",16239.85,Bldg-267572
1277,Bldg-291666,1430.66,0.0,Dallas,4201 N Main St,Fort Worth,TX,76106,32.820966,-97.353059,On Zayo Network,Fiber Only,Office - Single Tenant,128.01," $19,680.60 ",19680.6,Bldg-291666
1278,Bldg-292075,763.73,0.0,Dallas,4444 Trinity Mills Rd,Dallas,TX,75287,32.98939,-96.8323913,On Zayo Network,Restricted,Office - Multi Tenant,126.5," $19,590.00 ",19590.0,Bldg-292075
1279,Bldg-305169,653.08,0.0,Atlanta,5327 River Walk Pl,Atlanta,GA,30349,33.6155,-84.4377,On Zayo Network,Fiber Only,Cell Site,561.26," $23,470.24 ",23470.24,Bldg-305169
1280,Bldg-307655,1254.54,0.0,Atlanta,244 North Ave NW,Atlanta,GA,30313,33.7710146,-84.3964376,On Zayo Network,Fiber Only,Small Cell,108.52," $13,255.60 ",13255.6,Bldg-307655
1281,Bldg-309118,653.08,0.0,Atlanta,2745 Holcomb Bridge Rd,Alpharetta,GA,30022,33.9947,-84.2812,On Zayo Network,Fiber Only,Cell Site,139.06," $14,171.80 ",14171.8,Bldg-309118
1282,Bldg-328562,544.6,0.0,Atlanta,901 Chattahoochee Ave NW,Atlanta,GA,30318,33.8003,-84.4178,On Zayo Network,Fiber Only,Cell Site,154.35," $14,630.50 ",14630.5,Bldg-328562
1283,Bldg-330593,557.04,0.0,Atlanta,1700 Hunter Ridge Ln,Peachtree Corners,GA,30092,33.9423,-84.2486,On Zayo Network,Fiber Only,Cell Site,3777.3," $100,655.20 ",100655.2,Bldg-330593
1284,Bldg-336114,544.6,0.0,Atlanta,2285 Peachtree Rd NE,Atlanta,GA,30309,33.816469399999995,-84.3895194,On Zayo Network,Fiber Only,Cell Site,116.21," $13,486.30 ",13486.3,Bldg-336114
1285,Bldg-343193,1430.66,0.0,Dallas,4100 Columbus Trl,Fort Worth,TX,76133,32.6293716,-97.3803024,On Zayo Network,Fiber Only,Cell Site,15742.69," $405,567.25 ",405567.25,Bldg-343193
1286,Bldg-344536,544.6,0.0,Atlanta,4511 Jones Bridge Cir,Peachtree Corners,GA,30092,33.985828399999995,-84.2419434,On Zayo Network,Fiber Only,Cell Site,3459.76," $93,034.24 ",93034.24,Bldg-344536
1287,Bldg-345553,875.13,0.0,Atlanta,4917 New Peachtree Rd,Atlanta,GA,30341,33.8811112,-84.3161087,On Zayo Network,Restricted,Cell Site,10498.32," $261,959.68 ",261959.68,Bldg-345553
1288,Bldg-349424,786.78,0.0,Atlanta,2005 Braselton Hwy,Buford,GA,30519,34.034557299999996,-83.95053100000001,On Zayo Network,Fiber Only,Cell Site,29240.31," $711,767.44 ",711767.44,Bldg-349424
1289,Bldg-358434,1089.2,0.0,Atlanta,326 Moreland Ave NE,Atlanta,GA,30307,33.763530700000004,-84.3499374,On Zayo Network,Fiber Only,Cell Site,3265.71," $88,377.04 ",88377.04,Bldg-358434
1290,Bldg-359461,0.0,0.0,Dallas,3001 Hackberry Rd,Irving,TX,75063,32.926302500000006,-96.9852418,On Zayo Network,Fiber Only,Office - Single Tenant,268.84," $28,130.40 ",28130.4,Bldg-359461
1291,Bldg-361118,0.0,0.0,Dallas,2800 Summit Ave,Plano,TX,75074,33.0093307,-96.6764626,On Zayo Network,Fiber Only,Neutral Data Center,202.08," $24,124.80 ",24124.8,Bldg-361118
1292,Bldg-363474,894.34,0.0,Dallas,10901 South Fwy,Burleson,TX,76028,32.5972528,-97.3171694,On Zayo Network,Restricted,Cell Site,431.75," $37,905.00 ",37905.0,Bldg-363474
1293,Bldg-372976,875.13,0.0,Atlanta,3870 Highway 124,Lithonia,GA,30058,33.790833299999996,-83.95777779999999,Build in Progress,Fiber Only,Cell Site,69237.55," $1,671,701.20 ",1671701.2,Bldg-372976
1294,Bldg-382504,691.5,0.0,Dallas,1039 E Insterstate 30,Rockwall,TX,75087,32.9073,-96.4511,On Zayo Network,Restricted,Small Cell,116.85," $19,011.00 ",19011.0,Bldg-382504
1295,Bldg-382601,875.13,0.0,Atlanta,2416 Cheshire Bridge Rd NE,Atlanta,GA,30324,33.8205083,-84.3523194,Build in Progress,Fiber Only,Cell Site,829.82," $29,915.68 ",29915.68,Bldg-382601
1296,Bldg-382602,1089.2,0.0,Atlanta,1804 Briarcliff Rd NE,Atlanta,GA,30329,33.8079,-84.3413,On Zayo Network,On-Net,Cell Site,91.3," $12,739.00 ",12739.0,Bldg-382602
1297,Bldg-383497,551.48,0.0,Dallas,2323 Ross Ave,Dallas,TX,75201,32.7893372,-96.7972585,On Zayo Network,Fiber Only,Office - Multi Tenant,219.32," $25,159.20 ",25159.2,Bldg-383497
1298,Bldg-383601,912.39,0.0,Dallas,4613 E RL Thornton Fwy,Dallas,TX,75223,32.7906167,-96.76245829999999,On Zayo Network,Restricted,Retail - Single Tenant,91.01," $17,460.60 ",17460.6,Bldg-383601
1299,Bldg-384196,190.16,153.67,Denver,7335 E Orchard Rd,Englewood,CO,80111,39.6101415,-104.90230990000002,On Zayo Network,Fiber Only,Hospital,284.43," $25,199.35 ",25199.35,Bldg-384196
1300,Bldg-384565,544.6,0.0,Atlanta,7762 Spaulding Cors,Norcross,GA,30092,33.9686,-84.2613,On Zayo Network,On-Net,Cell Site,556.37," $23,352.88 ",23352.88,Bldg-384565
1301,Bldg-384567,1089.2,0.0,Atlanta,2111 Norcross Pkwy NW,Norcross,GA,30071,33.9348,-84.1835,On Zayo Network,On-Net,Cell Site,1798.39," $53,161.36 ",53161.36,Bldg-384567
1302,Bldg-384568,1089.2,0.0,Atlanta,3309 Medlock Bridge Rd,Peachtree Corners,GA,30092,33.9643,-84.2096,On Zayo Network,On-Net,Cell Site,1353.48," $42,483.52 ",42483.52,Bldg-384568
1303,Bldg-384586,1089.2,0.0,Atlanta,140 Rogers St,Atlanta,GA,30317,33.7574,-84.3298,On Zayo Network,Fiber Only,Cell Site,7416.14," $187,987.36 ",187987.36,Bldg-384586
1304,Bldg-384604,1089.2,0.0,Atlanta,563 Memorial Dr SE,Atlanta,GA,30312,33.7464,-84.3692,On Zayo Network,Fiber Only,Office - Multi Tenant,3638.5," $97,324.00 ",97324.0,Bldg-384604
1305,Bldg-384606,1235.33,0.0,Atlanta,6579 Peachtree Industrial Blvd,Norcross,GA,30092,33.9429,-84.2482,On Zayo Network,Fiber Only,Cell Site,3528.9," $94,693.60 ",94693.6,Bldg-384606
1306,Bldg-384608,0.0,0.0,Atlanta,2844 Jones Mill Rd,Norcross,GA,30071,33.9312,-84.2444,On Zayo Network,Fiber Only,Cell Site,1468.3," $45,239.20 ",45239.2,Bldg-384608
1307,Bldg-384631,1089.2,0.0,Atlanta,245 Winn Way,Decatur,GA,30030,33.7808,-84.2787,On Zayo Network,Fiber Only,Cell Site,5805.72," $149,337.28 ",149337.28,Bldg-384631
1308,Bldg-384632,1089.2,0.0,Atlanta,3358 Montreal Sta,Tucker,GA,30084,33.8358,-84.2514,On Zayo Network,Fiber Only,Cell Site,1622.93," $48,950.32 ",48950.32,Bldg-384632
1309,Bldg-384634,1089.2,0.0,Atlanta,5621 Memorial Dr,Stone Mountain,GA,30083,33.799,-84.2083,On Zayo Network,On-Net,Cell Site,759.49," $28,227.76 ",28227.76,Bldg-384634
1310,Bldg-384636,1089.2,0.0,Atlanta,Avon Ave,Atlanta,GA,30310,33.7219,-84.4219,On Zayo Network,On-Net,Cell Site,149.59," $14,487.70 ",14487.7,Bldg-384636
1311,Bldg-384645,1089.2,0.0,Atlanta,173 14th St NE,Atlanta,GA,30309,33.7862,-84.3819,On Zayo Network,Fiber Only,Cell Site,135.91," $14,077.30 ",14077.3,Bldg-384645
1312,Bldg-384646,1089.2,0.0,Atlanta,140 Trinity Ave SW,Atlanta,GA,30303,33.7488,-84.3924,On Zayo Network,On-Net,Office - Multi Tenant,1545.39," $47,089.36 ",47089.36,Bldg-384646
1313,Bldg-384649,1089.2,0.0,Atlanta,1260 Briarcliff Rd,Atlanta,GA,30306,33.7884,-84.3423,On Zayo Network,On-Net,Residential - Multi Tenant,817.26," $29,614.24 ",29614.24,Bldg-384649
1314,Bldg-384651,544.6,0.0,Atlanta,500 Plasamour Dr & 500 Plasters Ave NE,Atlanta,GA,30324,33.8126,-84.3715,On Zayo Network,Fiber Only,Cell Site,800.38," $29,209.12 ",29209.12,Bldg-384651
